id,from,to,type,speed,length,cost
to_29980951#15_d_330044430,to_29980951#15,d_330044430,destination_node,1.0,1e-07,1e-07
to_29981360#8_d_330044430,to_29981360#8,d_330044430,destination_node,1.0,1e-07,1e-07
to_-29981061#2_d_330044180,to_-29981061#2,d_330044180,destination_node,1.0,1e-07,1e-07
to_-29981370#5_d_330044180,to_-29981370#5,d_330044180,destination_node,1.0,1e-07,1e-07
to_29981061#1_d_330044180,to_29981061#1,d_330044180,destination_node,1.0,1e-07,1e-07
to_29981370#4_d_330044180,to_29981370#4,d_330044180,destination_node,1.0,1e-07,1e-07
to_-29448470#9_d_324550943,to_-29448470#9,d_324550943,destination_node,1.0,1e-07,1e-07
to_-29981388#7_d_324550943,to_-29981388#7,d_324550943,destination_node,1.0,1e-07,1e-07
to_29448470#7_d_324550943,to_29448470#7,d_324550943,destination_node,1.0,1e-07,1e-07
to_29981388#3_d_324550943,to_29981388#3,d_324550943,destination_node,1.0,1e-07,1e-07
to_-29981238#6_d_cluster_330045077_8538627105,to_-29981238#6,d_cluster_330045077_8538627105,destination_node,1.0,1e-07,1e-07
to_200334920#0_d_cluster_330045077_8538627105,to_200334920#0,d_cluster_330045077_8538627105,destination_node,1.0,1e-07,1e-07
to_975401553#0_d_cluster_330045077_8538627105,to_975401553#0,d_cluster_330045077_8538627105,destination_node,1.0,1e-07,1e-07
to_-715905364#1_d_330043117,to_-715905364#1,d_330043117,destination_node,1.0,1e-07,1e-07
to_657943926#3_d_330043117,to_657943926#3,d_330043117,destination_node,1.0,1e-07,1e-07
to_-29981197#0_d_4871246257,to_-29981197#0,d_4871246257,destination_node,1.0,1e-07,1e-07
to_-29981217#5_d_4871246257,to_-29981217#5,d_4871246257,destination_node,1.0,1e-07,1e-07
to_-495358756#2_d_4871246257,to_-495358756#2,d_4871246257,destination_node,1.0,1e-07,1e-07
to_29981217#3_d_4871246257,to_29981217#3,d_4871246257,destination_node,1.0,1e-07,1e-07
to_-209573020#4_d_2197777177,to_-209573020#4,d_2197777177,destination_node,1.0,1e-07,1e-07
to_26573524_d_324808038,to_26573524,d_324808038,destination_node,1.0,1e-07,1e-07
to_-223747992#2_d_330040931,to_-223747992#2,d_330040931,destination_node,1.0,1e-07,1e-07
to_-29981351#0_d_330040931,to_-29981351#0,d_330040931,destination_node,1.0,1e-07,1e-07
to_29981285#2_d_330040931,to_29981285#2,d_330040931,destination_node,1.0,1e-07,1e-07
to_34614072#4_d_402116717,to_34614072#4,d_402116717,destination_node,1.0,1e-07,1e-07
to_34614080_d_402116717,to_34614080,d_402116717,destination_node,1.0,1e-07,1e-07
to_422424374_d_2132673652,to_422424374,d_2132673652,destination_node,1.0,1e-07,1e-07
to_746404636#1_d_2132673652,to_746404636#1,d_2132673652,destination_node,1.0,1e-07,1e-07
to_-182407845#1_d_414256482,to_-182407845#1,d_414256482,destination_node,1.0,1e-07,1e-07
to_-182411783#8_d_414256482,to_-182411783#8,d_414256482,destination_node,1.0,1e-07,1e-07
to_35341848#0_d_414256482,to_35341848#0,d_414256482,destination_node,1.0,1e-07,1e-07
to_-41750812#5_d_6161985967,to_-41750812#5,d_6161985967,destination_node,1.0,1e-07,1e-07
to_-657956277#0_d_6161985967,to_-657956277#0,d_6161985967,destination_node,1.0,1e-07,1e-07
to_41750812#2_d_6161985967,to_41750812#2,d_6161985967,destination_node,1.0,1e-07,1e-07
to_-29981296#23_d_330044936,to_-29981296#23,d_330044936,destination_node,1.0,1e-07,1e-07
to_-30067638#8_d_330044936,to_-30067638#8,d_330044936,destination_node,1.0,1e-07,1e-07
to_29981296#15_d_330044936,to_29981296#15,d_330044936,destination_node,1.0,1e-07,1e-07
to_30067638#0_d_330044936,to_30067638#0,d_330044936,destination_node,1.0,1e-07,1e-07
to_-210500653#0_d_34821708,to_-210500653#0,d_34821708,destination_node,1.0,1e-07,1e-07
to_-219416925#4_d_34821708,to_-219416925#4,d_34821708,destination_node,1.0,1e-07,1e-07
to_219416925#2_d_34821708,to_219416925#2,d_34821708,destination_node,1.0,1e-07,1e-07
to_422424384_d_2546875470,to_422424384,d_2546875470,destination_node,1.0,1e-07,1e-07
to_-1011390750_d_9331315054,to_-1011390750,d_9331315054,destination_node,1.0,1e-07,1e-07
to_-655093172#1_d_9331315054,to_-655093172#1,d_9331315054,destination_node,1.0,1e-07,1e-07
to_655093172#0_d_9331315054,to_655093172#0,d_9331315054,destination_node,1.0,1e-07,1e-07
to_26644457#1_d_330267657,to_26644457#1,d_330267657,destination_node,1.0,1e-07,1e-07
to_-341164408#2_d_3483797027,to_-341164408#2,d_3483797027,destination_node,1.0,1e-07,1e-07
to_341164408#0_d_3483797027,to_341164408#0,d_3483797027,destination_node,1.0,1e-07,1e-07
to_341164408#3_d_3483797027,to_341164408#3,d_3483797027,destination_node,1.0,1e-07,1e-07
to_-222277555#2_d_2344573460,to_-222277555#2,d_2344573460,destination_node,1.0,1e-07,1e-07
to_-225704061_d_2344573460,to_-225704061,d_2344573460,destination_node,1.0,1e-07,1e-07
to_222277555#1_d_2344573460,to_222277555#1,d_2344573460,destination_node,1.0,1e-07,1e-07
to_-653795245#1_d_2015826093,to_-653795245#1,d_2015826093,destination_node,1.0,1e-07,1e-07
to_191000225#1_d_2015826093,to_191000225#1,d_2015826093,destination_node,1.0,1e-07,1e-07
to_653795245#0_d_2015826093,to_653795245#0,d_2015826093,destination_node,1.0,1e-07,1e-07
to_425430261_d_4247525667,to_425430261,d_4247525667,destination_node,1.0,1e-07,1e-07
to_-29981333#4_d_330042632,to_-29981333#4,d_330042632,destination_node,1.0,1e-07,1e-07
to_29980908#17_d_330042632,to_29980908#17,d_330042632,destination_node,1.0,1e-07,1e-07
to_29981333#2_d_330042632,to_29981333#2,d_330042632,destination_node,1.0,1e-07,1e-07
to_-375368442_d_3787404298,to_-375368442,d_3787404298,destination_node,1.0,1e-07,1e-07
to_-29980951#22_d_330044791,to_-29980951#22,d_330044791,destination_node,1.0,1e-07,1e-07
to_-29981177#6_d_330044791,to_-29981177#6,d_330044791,destination_node,1.0,1e-07,1e-07
to_29980951#17_d_330044791,to_29980951#17,d_330044791,destination_node,1.0,1e-07,1e-07
to_29981177#2_d_330044791,to_29981177#2,d_330044791,destination_node,1.0,1e-07,1e-07
to_-29981343#5_d_330044576,to_-29981343#5,d_330044576,destination_node,1.0,1e-07,1e-07
to_-399013481#1_d_330044576,to_-399013481#1,d_330044576,destination_node,1.0,1e-07,1e-07
to_29981343#1_d_330044576,to_29981343#1,d_330044576,destination_node,1.0,1e-07,1e-07
to_677284639#2_d_330044576,to_677284639#2,d_330044576,destination_node,1.0,1e-07,1e-07
to_-29981259#0_d_330044363,to_-29981259#0,d_330044363,destination_node,1.0,1e-07,1e-07
to_-30008523#7_d_330044363,to_-30008523#7,d_330044363,destination_node,1.0,1e-07,1e-07
to_30008523#0_d_330044363,to_30008523#0,d_330044363,destination_node,1.0,1e-07,1e-07
to_-29981309#0_d_330040967,to_-29981309#0,d_330040967,destination_node,1.0,1e-07,1e-07
to_-651589193#1_d_330040967,to_-651589193#1,d_330040967,destination_node,1.0,1e-07,1e-07
to_651589199#1_d_330040967,to_651589199#1,d_330040967,destination_node,1.0,1e-07,1e-07
to_-223462575#6_d_330046464,to_-223462575#6,d_330046464,destination_node,1.0,1e-07,1e-07
to_223462575#0_d_330046464,to_223462575#0,d_330046464,destination_node,1.0,1e-07,1e-07
to_425430250#6_d_330046464,to_425430250#6,d_330046464,destination_node,1.0,1e-07,1e-07
to_-29981055#4_d_330041552,to_-29981055#4,d_330041552,destination_node,1.0,1e-07,1e-07
to_-29981204#5_d_330041552,to_-29981204#5,d_330041552,destination_node,1.0,1e-07,1e-07
to_29981055#3_d_330041552,to_29981055#3,d_330041552,destination_node,1.0,1e-07,1e-07
to_29981204#2_d_330041552,to_29981204#2,d_330041552,destination_node,1.0,1e-07,1e-07
to_-29981225#1_d_330042022,to_-29981225#1,d_330042022,destination_node,1.0,1e-07,1e-07
to_-29981386#3_d_330042022,to_-29981386#3,d_330042022,destination_node,1.0,1e-07,1e-07
to_29981225#0_d_330042022,to_29981225#0,d_330042022,destination_node,1.0,1e-07,1e-07
to_29981386#2_d_330042022,to_29981386#2,d_330042022,destination_node,1.0,1e-07,1e-07
to_715905369#2_d_6727728094,to_715905369#2,d_6727728094,destination_node,1.0,1e-07,1e-07
to_-29981338#3_d_330042947,to_-29981338#3,d_330042947,destination_node,1.0,1e-07,1e-07
to_-495357752#0_d_330042947,to_-495357752#0,d_330042947,destination_node,1.0,1e-07,1e-07
to_29981338#0_d_330042947,to_29981338#0,d_330042947,destination_node,1.0,1e-07,1e-07
to_-225022469#1_d_2338502354,to_-225022469#1,d_2338502354,destination_node,1.0,1e-07,1e-07
to_-733997171#1_d_2338502354,to_-733997171#1,d_2338502354,destination_node,1.0,1e-07,1e-07
to_225022469#0_d_2338502354,to_225022469#0,d_2338502354,destination_node,1.0,1e-07,1e-07
to_733997171#0_d_2338502354,to_733997171#0,d_2338502354,destination_node,1.0,1e-07,1e-07
to_364967602#0_d_330041113,to_364967602#0,d_330041113,destination_node,1.0,1e-07,1e-07
to_652024327#0_d_6113530482,to_652024327#0,d_6113530482,destination_node,1.0,1e-07,1e-07
to_-455829889#2_d_4522072353,to_-455829889#2,d_4522072353,destination_node,1.0,1e-07,1e-07
to_-489023479#0_d_4522072353,to_-489023479#0,d_4522072353,destination_node,1.0,1e-07,1e-07
to_455829889#0_d_4522072353,to_455829889#0,d_4522072353,destination_node,1.0,1e-07,1e-07
to_-40945525#4_d_330043249,to_-40945525#4,d_330043249,destination_node,1.0,1e-07,1e-07
to_362095708#1_d_330043249,to_362095708#1,d_330043249,destination_node,1.0,1e-07,1e-07
to_40945525#2_d_330043249,to_40945525#2,d_330043249,destination_node,1.0,1e-07,1e-07
to_-778629654_d_3032697602,to_-778629654,d_3032697602,destination_node,1.0,1e-07,1e-07
to_-29981089#3_d_330042596,to_-29981089#3,d_330042596,destination_node,1.0,1e-07,1e-07
to_29980919#11_d_330042596,to_29980919#11,d_330042596,destination_node,1.0,1e-07,1e-07
to_29981089#2_d_330042596,to_29981089#2,d_330042596,destination_node,1.0,1e-07,1e-07
to_-29981090#12_d_330041150,to_-29981090#12,d_330041150,destination_node,1.0,1e-07,1e-07
to_-373916703#4_d_330041150,to_-373916703#4,d_330041150,destination_node,1.0,1e-07,1e-07
to_29981090#0_d_330041150,to_29981090#0,d_330041150,destination_node,1.0,1e-07,1e-07
to_-109986799#4_d_330046103,to_-109986799#4,d_330046103,destination_node,1.0,1e-07,1e-07
to_-29981351#1_d_330046103,to_-29981351#1,d_330046103,destination_node,1.0,1e-07,1e-07
to_109986799#3_d_330046103,to_109986799#3,d_330046103,destination_node,1.0,1e-07,1e-07
to_29981351#0_d_330046103,to_29981351#0,d_330046103,destination_node,1.0,1e-07,1e-07
to_-29981015#9_d_330045765,to_-29981015#9,d_330045765,destination_node,1.0,1e-07,1e-07
to_29981015#6_d_330045765,to_29981015#6,d_330045765,destination_node,1.0,1e-07,1e-07
to_29981382_d_330045765,to_29981382,d_330045765,destination_node,1.0,1e-07,1e-07
to_-30067030#2_d_330041239,to_-30067030#2,d_330041239,destination_node,1.0,1e-07,1e-07
to_29981381#0_d_330041239,to_29981381#0,d_330041239,destination_node,1.0,1e-07,1e-07
to_30067030#0_d_330041239,to_30067030#0,d_330041239,destination_node,1.0,1e-07,1e-07
to_-41750812#4_d_6161985948,to_-41750812#4,d_6161985948,destination_node,1.0,1e-07,1e-07
to_-657956275#0_d_6161985948,to_-657956275#0,d_6161985948,destination_node,1.0,1e-07,1e-07
to_41750812#1_d_6161985948,to_41750812#1,d_6161985948,destination_node,1.0,1e-07,1e-07
to_-29980901#1_d_330040420,to_-29980901#1,d_330040420,destination_node,1.0,1e-07,1e-07
to_-29981265#0_d_330040420,to_-29981265#0,d_330040420,destination_node,1.0,1e-07,1e-07
to_29980901#0_d_330040420,to_29980901#0,d_330040420,destination_node,1.0,1e-07,1e-07
to_223600261_d_8220941,to_223600261,d_8220941,destination_node,1.0,1e-07,1e-07
to_29394711_d_8220941,to_29394711,d_8220941,destination_node,1.0,1e-07,1e-07
to_-29981223#4_d_6422459102,to_-29981223#4,d_6422459102,destination_node,1.0,1e-07,1e-07
to_-685355099#5_d_6422459102,to_-685355099#5,d_6422459102,destination_node,1.0,1e-07,1e-07
to_29981223#0_d_6422459102,to_29981223#0,d_6422459102,destination_node,1.0,1e-07,1e-07
to_-29981009#0_d_330042914,to_-29981009#0,d_330042914,destination_node,1.0,1e-07,1e-07
to_-29981238#9_d_330042914,to_-29981238#9,d_330042914,destination_node,1.0,1e-07,1e-07
to_29981238#1_d_330042914,to_29981238#1,d_330042914,destination_node,1.0,1e-07,1e-07
to_-295143807#5_d_330041215,to_-295143807#5,d_330041215,destination_node,1.0,1e-07,1e-07
to_295143807#0_d_330041215,to_295143807#0,d_330041215,destination_node,1.0,1e-07,1e-07
to_29980894#0_d_330041215,to_29980894#0,d_330041215,destination_node,1.0,1e-07,1e-07
to_223586494_d_330046003,to_223586494,d_330046003,destination_node,1.0,1e-07,1e-07
to_975401543#1_d_7139933488,to_975401543#1,d_7139933488,destination_node,1.0,1e-07,1e-07
to_-223586492#2_d_330040413,to_-223586492#2,d_330040413,destination_node,1.0,1e-07,1e-07
to_223586492#0_d_330040413,to_223586492#0,d_330040413,destination_node,1.0,1e-07,1e-07
to_29981116_d_330040413,to_29981116,d_330040413,destination_node,1.0,1e-07,1e-07
to_-29980901#10_d_330040796,to_-29980901#10,d_330040796,destination_node,1.0,1e-07,1e-07
to_-29980903#0_d_330040796,to_-29980903#0,d_330040796,destination_node,1.0,1e-07,1e-07
to_29980901#4_d_330040796,to_29980901#4,d_330040796,destination_node,1.0,1e-07,1e-07
to_-224219624#8_d_2330409991,to_-224219624#8,d_2330409991,destination_node,1.0,1e-07,1e-07
to_224219597#2_d_2330409991,to_224219597#2,d_2330409991,destination_node,1.0,1e-07,1e-07
to_224219624#3_d_2330409991,to_224219624#3,d_2330409991,destination_node,1.0,1e-07,1e-07
to_-489092081#4_d_6161983481,to_-489092081#4,d_6161983481,destination_node,1.0,1e-07,1e-07
to_-657956233_d_6161983481,to_-657956233,d_6161983481,destination_node,1.0,1e-07,1e-07
to_489092081#0_d_6161983481,to_489092081#0,d_6161983481,destination_node,1.0,1e-07,1e-07
to_-29981096#4_d_2167263487,to_-29981096#4,d_2167263487,destination_node,1.0,1e-07,1e-07
to_29981096#3_d_2167263487,to_29981096#3,d_2167263487,destination_node,1.0,1e-07,1e-07
to_659335888#4_d_2167263487,to_659335888#4,d_2167263487,destination_node,1.0,1e-07,1e-07
to_-223105066#4_d_330045479,to_-223105066#4,d_330045479,destination_node,1.0,1e-07,1e-07
to_-29981003#8_d_330045479,to_-29981003#8,d_330045479,destination_node,1.0,1e-07,1e-07
to_223105066#2_d_330045479,to_223105066#2,d_330045479,destination_node,1.0,1e-07,1e-07
to_29981003#6_d_330045479,to_29981003#6,d_330045479,destination_node,1.0,1e-07,1e-07
to_-30000954#3_d_330036614,to_-30000954#3,d_330036614,destination_node,1.0,1e-07,1e-07
to_878405103#0_d_330036614,to_878405103#0,d_330036614,destination_node,1.0,1e-07,1e-07
to_515597717#0_d_6584105885,to_515597717#0,d_6584105885,destination_node,1.0,1e-07,1e-07
to_776304757#0_d_6584105885,to_776304757#0,d_6584105885,destination_node,1.0,1e-07,1e-07
to_488922629#0_d_4812043126,to_488922629#0,d_4812043126,destination_node,1.0,1e-07,1e-07
to_29981260#4_d_330044803,to_29981260#4,d_330044803,destination_node,1.0,1e-07,1e-07
to_583357510#0_d_330044803,to_583357510#0,d_330044803,destination_node,1.0,1e-07,1e-07
to_-223099572#3_d_330043443,to_-223099572#3,d_330043443,destination_node,1.0,1e-07,1e-07
to_-29981093#1_d_330043443,to_-29981093#1,d_330043443,destination_node,1.0,1e-07,1e-07
to_618320310_d_330043443,to_618320310,d_330043443,destination_node,1.0,1e-07,1e-07
to_-32119067#5_d_6111668281,to_-32119067#5,d_6111668281,destination_node,1.0,1e-07,1e-07
to_32119067#0_d_6111668281,to_32119067#0,d_6111668281,destination_node,1.0,1e-07,1e-07
to_651792586#1_d_6111668281,to_651792586#1,d_6111668281,destination_node,1.0,1e-07,1e-07
to_-34614059#4_d_2364611367,to_-34614059#4,d_2364611367,destination_node,1.0,1e-07,1e-07
to_227819075#1_d_2364611367,to_227819075#1,d_2364611367,destination_node,1.0,1e-07,1e-07
to_34614059#3_d_2364611367,to_34614059#3,d_2364611367,destination_node,1.0,1e-07,1e-07
to_29981072#0_d_330042639,to_29981072#0,d_330042639,destination_node,1.0,1e-07,1e-07
to_-223600267#11_d_cluster_330044621_330046164,to_-223600267#11,d_cluster_330044621_330046164,destination_node,1.0,1e-07,1e-07
to_223600267#5_d_cluster_330044621_330046164,to_223600267#5,d_cluster_330044621_330046164,destination_node,1.0,1e-07,1e-07
to_29981016#5_d_cluster_330044621_330046164,to_29981016#5,d_cluster_330044621_330046164,destination_node,1.0,1e-07,1e-07
to_29981082#12_d_cluster_330044621_330046164,to_29981082#12,d_cluster_330044621_330046164,destination_node,1.0,1e-07,1e-07
to_-383592522#5_d_3868757695,to_-383592522#5,d_3868757695,destination_node,1.0,1e-07,1e-07
to_-975401563#1_d_3868757695,to_-975401563#1,d_3868757695,destination_node,1.0,1e-07,1e-07
to_223203423#0_d_3868757695,to_223203423#0,d_3868757695,destination_node,1.0,1e-07,1e-07
to_-223600258#1_d_1940777698,to_-223600258#1,d_1940777698,destination_node,1.0,1e-07,1e-07
to_209646300#0_d_1940777698,to_209646300#0,d_1940777698,destination_node,1.0,1e-07,1e-07
to_223600258#0_d_1940777698,to_223600258#0,d_1940777698,destination_node,1.0,1e-07,1e-07
to_-223105067#3_d_322920341,to_-223105067#3,d_322920341,destination_node,1.0,1e-07,1e-07
to_223105067#0_d_322920341,to_223105067#0,d_322920341,destination_node,1.0,1e-07,1e-07
to_29357828_d_322920341,to_29357828,d_322920341,destination_node,1.0,1e-07,1e-07
to_-29351970_d_10981055,to_-29351970,d_10981055,destination_node,1.0,1e-07,1e-07
to_29351969_d_10981055,to_29351969,d_10981055,destination_node,1.0,1e-07,1e-07
to_-126774856#6_d_1404484717,to_-126774856#6,d_1404484717,destination_node,1.0,1e-07,1e-07
to_126774856#3_d_1404484717,to_126774856#3,d_1404484717,destination_node,1.0,1e-07,1e-07
to_126777027#1_d_1404484717,to_126777027#1,d_1404484717,destination_node,1.0,1e-07,1e-07
to_422424386_d_3277489751,to_422424386,d_3277489751,destination_node,1.0,1e-07,1e-07
to_975401580#0_d_3277489751,to_975401580#0,d_3277489751,destination_node,1.0,1e-07,1e-07
to_-29980981#0_d_330043048,to_-29980981#0,d_330043048,destination_node,1.0,1e-07,1e-07
to_-29981208#34_d_cluster_4522107030_4522107033_5200254950_5200254952,to_-29981208#34,d_cluster_4522107030_4522107033_5200254950_5200254952,destination_node,1.0,1e-07,1e-07
to_223572243#10_d_cluster_4522107030_4522107033_5200254950_5200254952,to_223572243#10,d_cluster_4522107030_4522107033_5200254950_5200254952,destination_node,1.0,1e-07,1e-07
to_223572244#1_d_cluster_4522107030_4522107033_5200254950_5200254952,to_223572244#1,d_cluster_4522107030_4522107033_5200254950_5200254952,destination_node,1.0,1e-07,1e-07
to_29981208#0_d_cluster_4522107030_4522107033_5200254950_5200254952,to_29981208#0,d_cluster_4522107030_4522107033_5200254950_5200254952,destination_node,1.0,1e-07,1e-07
to_568629060#0_d_9210848951,to_568629060#0,d_9210848951,destination_node,1.0,1e-07,1e-07
to_-29981042_d_330041263,to_-29981042,d_330041263,destination_node,1.0,1e-07,1e-07
to_-29981206#8_d_330041263,to_-29981206#8,d_330041263,destination_node,1.0,1e-07,1e-07
to_29981206#5_d_330041263,to_29981206#5,d_330041263,destination_node,1.0,1e-07,1e-07
to_-29981416#7_d_6138077929,to_-29981416#7,d_6138077929,destination_node,1.0,1e-07,1e-07
to_-655093176#0_d_6138077929,to_-655093176#0,d_6138077929,destination_node,1.0,1e-07,1e-07
to_29981416#4_d_6138077929,to_29981416#4,d_6138077929,destination_node,1.0,1e-07,1e-07
to_655093175_d_6138077929,to_655093175,d_6138077929,destination_node,1.0,1e-07,1e-07
to_-375368423#1_d_3787404280,to_-375368423#1,d_3787404280,destination_node,1.0,1e-07,1e-07
to_-375368425_d_3787404280,to_-375368425,d_3787404280,destination_node,1.0,1e-07,1e-07
to_375368423#2_d_3787404280,to_375368423#2,d_3787404280,destination_node,1.0,1e-07,1e-07
to_29980883#1_d_330045596,to_29980883#1,d_330045596,destination_node,1.0,1e-07,1e-07
to_128973410#0_d_2669372156,to_128973410#0,d_2669372156,destination_node,1.0,1e-07,1e-07
to_823388770_d_2669372156,to_823388770,d_2669372156,destination_node,1.0,1e-07,1e-07
to_-295353296_d_10981063,to_-295353296,d_10981063,destination_node,1.0,1e-07,1e-07
to_29351970_d_10981063,to_29351970,d_10981063,destination_node,1.0,1e-07,1e-07
to_-271101831#1_d_cluster_2760603476_330043061,to_-271101831#1,d_cluster_2760603476_330043061,destination_node,1.0,1e-07,1e-07
to_-271101832#2_d_cluster_2760603476_330043061,to_-271101832#2,d_cluster_2760603476_330043061,destination_node,1.0,1e-07,1e-07
to_-271101833_d_cluster_2760603476_330043061,to_-271101833,d_cluster_2760603476_330043061,destination_node,1.0,1e-07,1e-07
to_29981245#3_d_cluster_2760603476_330043061,to_29981245#3,d_cluster_2760603476_330043061,destination_node,1.0,1e-07,1e-07
to_133002519#3_d_1459271434,to_133002519#3,d_1459271434,destination_node,1.0,1e-07,1e-07
to_-29980904#2_d_330044203,to_-29980904#2,d_330044203,destination_node,1.0,1e-07,1e-07
to_102555223_d_330044203,to_102555223,d_330044203,destination_node,1.0,1e-07,1e-07
to_29980904#0_d_330044203,to_29980904#0,d_330044203,destination_node,1.0,1e-07,1e-07
to_-566199778#0_d_5452025758,to_-566199778#0,d_5452025758,destination_node,1.0,1e-07,1e-07
to_29635947#3_d_5452025758,to_29635947#3,d_5452025758,destination_node,1.0,1e-07,1e-07
to_-29981370#3_d_330044772,to_-29981370#3,d_330044772,destination_node,1.0,1e-07,1e-07
to_-97213546_d_330044772,to_-97213546,d_330044772,destination_node,1.0,1e-07,1e-07
to_29981370#0_d_330044772,to_29981370#0,d_330044772,destination_node,1.0,1e-07,1e-07
to_-731752840#1_d_6852508118,to_-731752840#1,d_6852508118,destination_node,1.0,1e-07,1e-07
to_29331562_d_6852508118,to_29331562,d_6852508118,destination_node,1.0,1e-07,1e-07
to_-29981163#15_d_330046060,to_-29981163#15,d_330046060,destination_node,1.0,1e-07,1e-07
to_29981111#1_d_330046060,to_29981111#1,d_330046060,destination_node,1.0,1e-07,1e-07
to_29981163#13_d_330046060,to_29981163#13,d_330046060,destination_node,1.0,1e-07,1e-07
to_-29981203#1_d_330045311,to_-29981203#1,d_330045311,destination_node,1.0,1e-07,1e-07
to_-30008522#7_d_330045311,to_-30008522#7,d_330045311,destination_node,1.0,1e-07,1e-07
to_30008522#5_d_330045311,to_30008522#5,d_330045311,destination_node,1.0,1e-07,1e-07
to_448187751_d_3668961021,to_448187751,d_3668961021,destination_node,1.0,1e-07,1e-07
to_455093103_d_3668961021,to_455093103,d_3668961021,destination_node,1.0,1e-07,1e-07
to_975401545#7_d_9152533590,to_975401545#7,d_9152533590,destination_node,1.0,1e-07,1e-07
to_247827734_d_2546875547,to_247827734,d_2546875547,destination_node,1.0,1e-07,1e-07
to_128973409_d_1423873868,to_128973409,d_1423873868,destination_node,1.0,1e-07,1e-07
to_203272126#4_d_1423873868,to_203272126#4,d_1423873868,destination_node,1.0,1e-07,1e-07
to_-648762769_d_330043763,to_-648762769,d_330043763,destination_node,1.0,1e-07,1e-07
to_-860199569_d_330043763,to_-860199569,d_330043763,destination_node,1.0,1e-07,1e-07
to_320452495#2_d_330043763,to_320452495#2,d_330043763,destination_node,1.0,1e-07,1e-07
to_-29981239#1_d_330046092,to_-29981239#1,d_330046092,destination_node,1.0,1e-07,1e-07
to_-29981268#20_d_330046092,to_-29981268#20,d_330046092,destination_node,1.0,1e-07,1e-07
to_29981268#19_d_330046092,to_29981268#19,d_330046092,destination_node,1.0,1e-07,1e-07
to_-32119073#3_d_6113530400,to_-32119073#3,d_6113530400,destination_node,1.0,1e-07,1e-07
to_-32119075#0_d_6113530400,to_-32119075#0,d_6113530400,destination_node,1.0,1e-07,1e-07
to_32119073#2_d_6113530400,to_32119073#2,d_6113530400,destination_node,1.0,1e-07,1e-07
to_-225398815#0_d_2341789787,to_-225398815#0,d_2341789787,destination_node,1.0,1e-07,1e-07
to_29981167#0_d_330040428,to_29981167#0,d_330040428,destination_node,1.0,1e-07,1e-07
to_-191000225#3_d_2015826094,to_-191000225#3,d_2015826094,destination_node,1.0,1e-07,1e-07
to_191000225#0_d_2015826094,to_191000225#0,d_2015826094,destination_node,1.0,1e-07,1e-07
to_837442167_d_2015826094,to_837442167,d_2015826094,destination_node,1.0,1e-07,1e-07
to_852995460_d_2637403536,to_852995460,d_2637403536,destination_node,1.0,1e-07,1e-07
to_-542913550#2_d_757390983,to_-542913550#2,d_757390983,destination_node,1.0,1e-07,1e-07
to_566199770#1_d_757390983,to_566199770#1,d_757390983,destination_node,1.0,1e-07,1e-07
o_5562927119_from_-516177019#4,o_5562927119,from_-516177019#4,origin_node,1.0,1e-07,1e-07
o_5562927119_from_-563058065#3,o_5562927119,from_-563058065#3,origin_node,1.0,1e-07,1e-07
o_5562927119_from_563058065#4,o_5562927119,from_563058065#4,origin_node,1.0,1e-07,1e-07
o_932759104_from_-79901115#4,o_932759104,from_-79901115#4,origin_node,1.0,1e-07,1e-07
o_932759104_from_515597716,o_932759104,from_515597716,origin_node,1.0,1e-07,1e-07
o_932759104_from_515597717#0,o_932759104,from_515597717#0,origin_node,1.0,1e-07,1e-07
o_330045770_from_-29981048#2,o_330045770,from_-29981048#2,origin_node,1.0,1e-07,1e-07
o_330045770_from_-45818329#3,o_330045770,from_-45818329#3,origin_node,1.0,1e-07,1e-07
o_330045770_from_45818329#4,o_330045770,from_45818329#4,origin_node,1.0,1e-07,1e-07
o_330045982_from_-29981174#2,o_330045982,from_-29981174#2,origin_node,1.0,1e-07,1e-07
o_330045982_from_-29981221#2,o_330045982,from_-29981221#2,origin_node,1.0,1e-07,1e-07
o_330045982_from_29981174#3,o_330045982,from_29981174#3,origin_node,1.0,1e-07,1e-07
o_5488734428_from_-1033763163#0,o_5488734428,from_-1033763163#0,origin_node,1.0,1e-07,1e-07
o_5488734428_from_1033763163#1,o_5488734428,from_1033763163#1,origin_node,1.0,1e-07,1e-07
o_5488734428_from_571000925#0,o_5488734428,from_571000925#0,origin_node,1.0,1e-07,1e-07
o_11231831_from_-29331564,o_11231831,from_-29331564,origin_node,1.0,1e-07,1e-07
o_11231831_from_29331563,o_11231831,from_29331563,origin_node,1.0,1e-07,1e-07
o_9319440097_from_-764434574,o_9319440097,from_-764434574,origin_node,1.0,1e-07,1e-07
o_330046519_from_-29981284#4,o_330046519,from_-29981284#4,origin_node,1.0,1e-07,1e-07
o_330046519_from_-583357517#1,o_330046519,from_-583357517#1,origin_node,1.0,1e-07,1e-07
o_330046519_from_583357517#2,o_330046519,from_583357517#2,origin_node,1.0,1e-07,1e-07
o_330046245_from_-29981080#2,o_330046245,from_-29981080#2,origin_node,1.0,1e-07,1e-07
o_330046245_from_-827439974#13,o_330046245,from_-827439974#13,origin_node,1.0,1e-07,1e-07
o_330046245_from_29981080#3,o_330046245,from_29981080#3,origin_node,1.0,1e-07,1e-07
o_330042781_from_29981158#0,o_330042781,from_29981158#0,origin_node,1.0,1e-07,1e-07
