source,target,speed,cost,type,id,length
to_a-875,from_a-454,13.73,0.25710123816460306,internal,:a332_1,3.53
to_a-875,from_a875,3.65,0.39452054794520547,internal,:a332_2,1.44
to_a-875,d_a332,1.0,1e-07,destination_node,to_a-875_d_a332,1e-07
from_a-880,to_a-880,13.89,8.493160547156227,real,a-880,117.97
to_a-880,from_a922,5.47,1.780621572212066,internal,:a297_4,9.74
to_a-880,from_a-298,13.4,1.244776119402985,internal,:a297_5,16.68
to_a-880,from_a313,13.89,0.32901367890568756,internal,:a297_6,4.57
to_a-880,from_a880,3.65,0.39452054794520547,internal,:a297_7,1.44
to_a-880,d_a297,1.0,1e-07,destination_node,to_a-880_d_a297,1e-07
from_a-922,to_a-922,13.89,12.710583153347732,real,a-922,176.55
to_a-922,from_a-298,7.65,1.684967320261438,internal,:a297_0,12.89
to_a-922,from_a313,13.89,1.3628509719222461,internal,:a297_1,18.93
to_a-922,from_a880,7.42,0.8086253369272237,internal,:a297_2,6.0
to_a-922,from_a922,3.65,0.39452054794520547,internal,:a297_3,1.44
to_a-922,d_a297,1.0,1e-07,destination_node,to_a-922_d_a297,1e-07
from_a1029,to_a1029,13.89,8.819294456443485,real,a1029,122.5
to_a1029,from_a-602,7.65,1.684967320261438,internal,:a14_12,12.89
to_a1029,from_a-15,13.42,1.247391952309985,internal,:a14_13,16.74
to_a1029,from_a-1216,8.0,0.32125,internal,:a14_14,2.57
to_a1029,from_a-1029,3.65,0.3589041095890411,internal,:a14_15,1.31
to_a1029,d_a14,1.0,1e-07,destination_node,to_a1029_d_a14,1e-07
from_a1030,to_a1030,13.89,8.493160547156227,real,a1030,117.97
to_a1030,from_a-2014,7.65,1.684967320261438,internal,:a921_4,12.89
to_a1030,from_a2480,13.89,1.3851691864650826,internal,:a921_5,19.24
to_a1030,from_a-922,7.42,0.9339622641509434,internal,:a921_6,6.93
to_a1030,from_a-1030,3.65,0.39452054794520547,internal,:a921_7,1.44
to_a1030,d_a921,1.0,1e-07,destination_node,to_a1030_d_a921,1e-07
from_a1040,to_a1040,13.89,12.710583153347732,real,a1040,176.55
to_a1040,from_a1216,5.47,1.780621572212066,internal,:a1039_12,9.74
to_a1040,from_a-1204,13.89,1.2224622030237582,internal,:a1039_13,16.98
to_a1040,from_a1234,8.94,0.5671140939597316,internal,:a1039_14,5.07
to_a1040,from_a-1040,3.65,0.39452054794520547,internal,:a1039_15,1.44
to_a1040,d_a1039,1.0,1e-07,destination_node,to_a1040_d_a1039,1e-07
from_a1060,to_a1060,13.89,12.710583153347732,real,a1060,176.55
to_a1060,from_a-1572,6.41,1.847113884555382,internal,:a1059_15,11.84
to_a1060,from_a-1909,11.06,1.6383363471971066,internal,:a1059_16,18.12
to_a1060,from_a2034,13.89,1.5046796256299495,internal,:a1059_17,20.9
to_a1060,from_a2014,7.42,0.8086253369272237,internal,:a1059_18,6.0
to_a1060,from_a-1060,3.65,0.39452054794520547,internal,:a1059_19,1.44
to_a1060,d_a1059,1.0,1e-07,destination_node,to_a1060_d_a1059,1e-07
from_a1065,to_a1065,13.89,6.450683945284377,real,a1065,89.6
to_a1065,from_a-1784,3.9,0.6615384615384615,internal,:a1064_1,2.58
to_a1065,d_a1064,1.0,1e-07,destination_node,to_a1065_d_a1064,1e-07
from_a1067,to_a1067,13.89,13.219582433405327,real,a1067,183.62
to_a1067,from_a4455,7.02,1.51994301994302,internal,:a1066_0,10.67
to_a1067,from_a4443,13.89,1.1792656587473,internal,:a1066_1,16.38
to_a1067,from_a1763,7.44,0.6532258064516129,internal,:a1066_2,4.86
to_a1067,from_a-1067,3.65,0.39452054794520547,internal,:a1066_3,1.44
to_a1067,d_a1066,1.0,1e-07,destination_node,to_a1067_d_a1066,1e-07
from_a1089,to_a1089,13.89,13.362131029517638,real,a1089,185.6
to_a1089,from_a1343,6.51,1.3870967741935483,internal,:a1088_12,9.03
to_a1089,from_a1347,13.89,1.036717062634989,internal,:a1088_13,14.4
to_a1089,from_a1353,8.0,0.50875,internal,:a1088_14,4.07
to_a1089,from_a-1089,3.65,0.39452054794520547,internal,:a1088_15,1.44
to_a1089,d_a1088,1.0,1e-07,destination_node,to_a1089_d_a1088,1e-07
from_a11,to_a11,13.89,6.162706983441324,real,a11,85.6
to_a11,from_a473,6.51,1.3870967741935483,internal,:a10_4,9.03
to_a11,from_a23,13.89,1.036717062634989,internal,:a10_5,14.4
to_a11,from_a3194,8.0,0.50875,internal,:a10_6,4.07
to_a11,from_a-11,3.65,0.39452054794520547,internal,:a10_7,1.44
to_a11,d_a10,1.0,1e-07,destination_node,to_a11_d_a10,1e-07
from_a1201,to_a1201,13.89,6.681065514758819,real,a1201,92.8
to_a1201,from_a1456,13.89,0.007199424046076314,internal,:a1200_0,0.1
to_a1201,d_a1200,1.0,1e-07,destination_node,to_a1201_d_a1200,1e-07
from_a1204,to_a1204,13.89,14.983441324694024,real,a1204,208.12
to_a1204,from_a1234,8.48,1.222877358490566,internal,:a1039_4,10.37
to_a1204,from_a-1040,13.89,1.3275737940964722,internal,:a1039_5,18.44
to_a1204,from_a1216,10.21,0.4045053868756121,internal,:a1039_6,4.13
to_a1204,from_a-1204,3.65,0.39452054794520547,internal,:a1039_7,1.44
to_a1204,d_a1039,1.0,1e-07,destination_node,to_a1204_d_a1039,1e-07
from_a1216,to_a1216,13.89,8.819294456443485,real,a1216,122.5
to_a1216,from_a-1029,6.51,1.3870967741935483,internal,:a14_0,9.03
to_a1216,from_a-602,13.89,1.3628509719222461,internal,:a14_1,18.93
to_a1216,from_a-15,13.89,0.31605471562275017,internal,:a14_2,4.39
to_a1216,from_a-1216,3.65,0.39452054794520547,internal,:a14_3,1.44
to_a1216,d_a14,1.0,1e-07,destination_node,to_a1216_d_a14,1e-07
from_a1234,to_a1234,13.89,6.162706983441324,real,a1234,85.6
to_a1234,from_a1656,6.51,1.3870967741935483,internal,:a1233_8,9.03
to_a1234,from_a1586,13.89,1.1792656587473,internal,:a1233_9,16.38
to_a1234,from_a1572,10.47,0.39446036294173825,internal,:a1233_10,4.13
to_a1234,from_a-1234,3.65,0.39452054794520547,internal,:a1233_11,1.44
to_a1234,d_a1233,1.0,1e-07,destination_node,to_a1234_d_a1233,1e-07
from_a1343,to_a1343,13.89,6.162706983441324,real,a1343,85.6
to_a1343,from_a-1763,8.78,1.2722095671981777,internal,:a1342_0,11.17
to_a1343,from_a-3358,13.89,1.2095032397408207,internal,:a1342_1,16.8
to_a1343,from_a1780,8.42,0.5178147268408552,internal,:a1342_2,4.36
to_a1343,from_a-1343,3.65,0.39452054794520547,internal,:a1342_3,1.44
to_a1343,d_a1342,1.0,1e-07,destination_node,to_a1343_d_a1342,1e-07
from_a1347,to_a1347,13.89,13.362131029517638,real,a1347,185.6
to_a1347,from_a-2040,7.65,1.684967320261438,internal,:a1346_20,12.89
to_a1347,from_a-2401,13.42,1.247391952309985,internal,:a1346_21,16.74
to_a1347,from_a-3338,13.89,1.3743700503959682,internal,:a1346_22,19.09
to_a1347,from_a2911,8.94,0.5134228187919463,internal,:a1346_23,4.59
to_a1347,from_a-1347,3.65,0.39452054794520547,internal,:a1346_24,1.44
to_a1347,d_a1346,1.0,1e-07,destination_node,to_a1347_d_a1346,1e-07
from_a1353,to_a1353,13.89,6.162706983441324,real,a1353,85.6
to_a1353,from_a2913,6.51,1.3870967741935483,internal,:a1352_6,9.03
to_a1353,from_a-1562,13.89,1.036717062634989,internal,:a1352_7,14.4
to_a1353,from_a-1353,3.65,0.39452054794520547,internal,:a1352_8,1.44
to_a1353,d_a1352,1.0,1e-07,destination_node,to_a1353_d_a1352,1e-07
from_a1456,to_a1456,13.89,6.354931605471561,real,a1456,88.27
to_a1456,from_a3609,5.47,1.780621572212066,internal,:a316_10,9.74
to_a1456,from_a-317,8.54,1.9121779859484778,internal,:a316_11,16.33
to_a1456,from_a3169,13.89,1.3628509719222461,internal,:a316_12,18.93
to_a1456,from_a-2151,8.71,0.7095292766934557,internal,:a316_13,6.18
to_a1456,from_a-1456,3.65,0.39452054794520547,internal,:a316_14,1.44
to_a1456,d_a316,1.0,1e-07,destination_node,to_a1456_d_a316,1e-07
from_a15,to_a15,13.89,13.03599712023038,real,a15,181.07
to_a15,from_a-1216,13.42,1.247391952309985,internal,:a14_4,16.74
to_a15,from_a-1029,13.89,1.3851691864650826,internal,:a14_5,19.24
to_a15,from_a-602,7.42,0.9339622641509434,internal,:a14_6,6.93
to_a15,from_a-15,3.65,0.39452054794520547,internal,:a14_7,1.44
to_a15,d_a14,1.0,1e-07,destination_node,to_a15_d_a14,1e-07
from_a152,to_a152,13.89,6.124550035997119,real,a152,85.07
to_a152,from_a288,6.49,2.211093990755008,internal,:a151_0,14.35
to_a152,d_a151,1.0,1e-07,destination_node,to_a152_d_a151,1e-07
from_a154,to_a154,13.89,5.836573074154067,real,a154,81.07
to_a154,from_a768,7.65,1.684967320261438,internal,:a153_8,12.89
to_a154,from_a-457,13.89,1.3275737940964722,internal,:a153_9,18.44
to_a154,from_a769,7.42,0.8733153638814016,internal,:a153_10,6.48
to_a154,from_a-154,3.65,0.39452054794520547,internal,:a153_11,1.44
to_a154,d_a153,1.0,1e-07,destination_node,to_a154_d_a153,1e-07
from_a156,to_a156,13.89,5.836573074154067,real,a156,81.07
to_a156,from_a-288,5.47,1.780621572212066,internal,:a155_0,9.74
to_a156,from_a1786,8.54,1.9121779859484778,internal,:a155_1,16.33
to_a156,from_a1784,13.89,1.3628509719222461,internal,:a155_2,18.93
to_a156,from_a-156,3.65,0.39452054794520547,internal,:a155_3,1.44
to_a156,d_a155,1.0,1e-07,destination_node,to_a156_d_a155,1e-07
from_a1562,to_a1562,13.89,13.219582433405327,real,a1562,183.62
to_a1562,from_a-1353,13.89,1.036717062634989,internal,:a1352_0,14.4
to_a1562,from_a2913,8.0,0.50875,internal,:a1352_1,4.07
to_a1562,from_a-1562,3.65,0.39452054794520547,internal,:a1352_2,1.44
to_a1562,d_a1352,1.0,1e-07,destination_node,to_a1562_d_a1352,1e-07
from_a1572,to_a1572,13.89,14.688984881209503,real,a1572,204.03
to_a1572,from_a-1909,5.56,1.6906474820143886,internal,:a1059_10,9.4
to_a1572,from_a2034,10.36,1.527992277992278,internal,:a1059_11,15.83
to_a1572,from_a2014,11.1,1.9225225225225226,internal,:a1059_12,21.34
to_a1572,from_a-1060,7.97,2.3889585947302385,internal,:a1059_13,19.04
to_a1572,from_a-1572,3.65,0.39452054794520547,internal,:a1059_14,1.44
to_a1572,d_a1059,1.0,1e-07,destination_node,to_a1572_d_a1059,1e-07
from_a1586,to_a1586,13.89,13.077033837293015,real,a1586,181.64
to_a1586,from_a1908,7.02,1.51994301994302,internal,:a1585_8,10.67
to_a1586,from_a1911,13.89,1.1792656587473,internal,:a1585_9,16.38
to_a1586,from_a1909,7.44,0.6532258064516129,internal,:a1585_10,4.86
to_a1586,from_a-1586,3.65,0.39452054794520547,internal,:a1585_11,1.44
to_a1586,d_a1585,1.0,1e-07,destination_node,to_a1586_d_a1585,1e-07
from_a1656,to_a1656,13.89,13.362131029517638,real,a1656,185.6
to_a1656,from_a-1890,6.51,1.3870967741935483,internal,:a1655_12,9.03
to_a1656,from_a2292,13.89,1.036717062634989,internal,:a1655_13,14.4
to_a1656,from_a2286,8.0,0.50875,internal,:a1655_14,4.07
to_a1656,from_a-1656,3.65,0.39452054794520547,internal,:a1655_15,1.44
to_a1656,d_a1655,1.0,1e-07,destination_node,to_a1656_d_a1655,1e-07
from_a1763,to_a1763,13.89,14.919366450683944,real,a1763,207.23
to_a1763,from_a-3358,7.02,1.51994301994302,internal,:a1342_12,10.67
to_a1763,from_a1780,13.89,1.1036717062634989,internal,:a1342_13,15.33
to_a1763,from_a-1343,10.01,0.34265734265734266,internal,:a1342_14,3.43
to_a1763,from_a-1763,3.65,0.39452054794520547,internal,:a1342_15,1.44
to_a1763,d_a1342,1.0,1e-07,destination_node,to_a1763_d_a1342,1e-07
from_a1780,to_a1780,13.89,13.219582433405327,real,a1780,183.62
to_a1780,from_a2046,6.51,1.3870967741935483,internal,:a1779_12,9.03
to_a1780,from_a2044,13.89,1.036717062634989,internal,:a1779_13,14.4
to_a1780,from_a2040,8.0,0.50875,internal,:a1779_14,4.07
to_a1780,from_a-1780,3.65,0.39452054794520547,internal,:a1779_15,1.44
to_a1780,d_a1779,1.0,1e-07,destination_node,to_a1780_d_a1779,1e-07
from_a1784,to_a1784,13.89,6.450683945284377,real,a1784,89.6
to_a1784,from_a-1065,6.08,1.2730263157894737,internal,:a1064_0,7.74
to_a1784,d_a1064,1.0,1e-07,destination_node,to_a1784_d_a1064,1e-07
from_a1786,to_a1786,13.89,13.323974082073432,real,a1786,185.07
to_a1786,from_a2151,3.9,0.6615384615384615,internal,:a1785_1,2.58
to_a1786,d_a1785,1.0,1e-07,destination_node,to_a1786_d_a1785,1e-07
from_a1890,to_a1890,13.89,13.219582433405327,real,a1890,183.62
to_a1890,from_a2292,6.51,1.3870967741935483,internal,:a1655_8,9.03
to_a1890,from_a2286,13.89,1.036717062634989,internal,:a1655_9,14.4
to_a1890,from_a-1656,8.0,0.50875,internal,:a1655_10,4.07
to_a1890,from_a-1890,3.65,0.39452054794520547,internal,:a1655_11,1.44
to_a1890,d_a1655,1.0,1e-07,destination_node,to_a1890_d_a1655,1e-07
from_a1898,to_a1898,13.89,5.836573074154067,real,a1898,81.07
to_a1898,from_a-1900,13.42,1.247391952309985,internal,:a1897_8,16.74
to_a1898,from_a2164,13.89,1.3628509719222461,internal,:a1897_9,18.93
to_a1898,from_a2172,8.0,0.50875,internal,:a1897_10,4.07
to_a1898,from_a-1898,3.65,0.39452054794520547,internal,:a1897_11,1.44
to_a1898,d_a1897,1.0,1e-07,destination_node,to_a1898_d_a1897,1e-07
from_a1900,to_a1900,13.89,8.493160547156227,real,a1900,117.97
to_a1900,from_a2164,5.47,1.780621572212066,internal,:a1897_4,9.74
to_a1900,from_a2172,13.4,1.244776119402985,internal,:a1897_5,16.68
to_a1900,from_a-1898,13.89,0.32901367890568756,internal,:a1897_6,4.57
to_a1900,from_a-1900,3.65,0.39452054794520547,internal,:a1897_7,1.44
to_a1900,d_a1897,1.0,1e-07,destination_node,to_a1900_d_a1897,1e-07
from_a1908,to_a1908,13.89,13.03599712023038,real,a1908,181.07
to_a1908,from_a-2286,7.65,1.684967320261438,internal,:a1907_8,12.89
to_a1908,from_a4326,13.89,1.3851691864650826,internal,:a1907_9,19.24
to_a1908,from_a3985,7.42,2.6024258760107815,internal,:a1907_10,19.31
to_a1908,from_a-1908,3.65,0.39452054794520547,internal,:a1907_11,1.44
to_a1908,d_a1907,1.0,1e-07,destination_node,to_a1908_d_a1907,1e-07
from_a1909,to_a1909,13.89,14.688984881209503,real,a1909,204.03
to_a1909,from_a2034,5.97,1.6850921273031827,internal,:a1059_5,10.06
to_a1909,from_a2014,13.89,1.6126709863210942,internal,:a1059_6,22.4
to_a1909,from_a-1060,12.06,0.550580431177446,internal,:a1059_7,6.64
to_a1909,from_a-1572,7.38,0.8333333333333334,internal,:a1059_8,6.15
to_a1909,from_a-1909,3.65,0.39452054794520547,internal,:a1059_9,1.44
to_a1909,d_a1059,1.0,1e-07,destination_node,to_a1909_d_a1059,1e-07
from_a1911,to_a1911,13.89,6.162706983441324,real,a1911,85.6
to_a1911,from_a3615,6.51,1.3870967741935483,internal,:a1910_3,9.03
to_a1911,from_a2284,8.0,1.77375,internal,:a1910_4,14.19
to_a1911,from_a-1911,3.65,0.39452054794520547,internal,:a1910_5,1.44
to_a1911,d_a1910,1.0,1e-07,destination_node,to_a1911_d_a1910,1e-07
from_a2014,to_a2014,13.89,8.819294456443485,real,a2014,122.5
to_a2014,from_a2480,11.64,1.0721649484536082,internal,:a921_0,12.48
to_a2014,from_a-922,13.89,1.3851691864650826,internal,:a921_1,19.24
to_a2014,from_a-1030,8.94,0.5134228187919463,internal,:a921_2,4.59
to_a2014,from_a-2014,3.65,0.39452054794520547,internal,:a921_3,1.44
to_a2014,d_a921,1.0,1e-07,destination_node,to_a2014_d_a921,1e-07
from_a2034,to_a2034,13.89,13.219582433405327,real,a2034,183.62
to_a2034,from_a-2284,6.51,1.3870967741935483,internal,:a2033_8,9.03
to_a2034,from_a2627,13.89,1.036717062634989,internal,:a2033_9,14.4
to_a2034,from_a2665,8.0,0.50875,internal,:a2033_10,4.07
to_a2034,from_a-2034,3.65,0.39452054794520547,internal,:a2033_11,1.44
to_a2034,d_a2033,1.0,1e-07,destination_node,to_a2034_d_a2033,1e-07
from_a2040,to_a2040,13.89,5.836573074154067,real,a2040,81.07
to_a2040,from_a-2401,5.47,1.780621572212066,internal,:a1346_15,9.74
to_a2040,from_a-3338,13.89,1.5104391648668105,internal,:a1346_16,20.98
to_a2040,from_a2911,13.89,1.6882649388048956,internal,:a1346_17,23.45
to_a2040,from_a-1347,8.94,0.6912751677852349,internal,:a1346_18,6.18
to_a2040,from_a-2040,3.65,0.39452054794520547,internal,:a1346_19,1.44
to_a2040,d_a1346,1.0,1e-07,destination_node,to_a2040_d_a1346,1e-07
from_a2044,to_a2044,13.89,5.836573074154067,real,a2044,81.07
to_a2044,from_a2400,5.47,1.780621572212066,internal,:a2043_24,9.74
to_a2044,from_a2463,8.54,1.9121779859484778,internal,:a2043_25,16.33
to_a2044,from_a2415,13.89,1.3628509719222461,internal,:a2043_26,18.93
to_a2044,from_a2419,9.73,0.5149023638232271,internal,:a2043_27,5.01
to_a2044,from_a2401,7.42,0.8086253369272237,internal,:a2043_28,6.0
to_a2044,from_a-2044,3.65,0.39452054794520547,internal,:a2043_29,1.44
to_a2044,d_a2043,1.0,1e-07,destination_node,to_a2044_d_a2043,1e-07
from_a2046,to_a2046,13.89,5.836573074154067,real,a2046,81.07
to_a2046,from_a-3357,13.42,1.247391952309985,internal,:a2045_0,16.74
to_a2046,from_a-2880,13.89,1.3743700503959682,internal,:a2045_1,19.09
to_a2046,from_a-2400,7.42,0.9622641509433962,internal,:a2045_2,7.14
to_a2046,from_a-2046,3.65,0.39452054794520547,internal,:a2045_3,1.44
to_a2046,d_a2045,1.0,1e-07,destination_node,to_a2046_d_a2045,1e-07
from_a2151,to_a2151,13.89,13.65010799136069,real,a2151,189.6
to_a2151,from_a-1456,7.65,1.684967320261438,internal,:a316_15,12.89
to_a2151,from_a3609,13.4,1.244776119402985,internal,:a316_16,16.68
to_a2151,from_a-317,13.89,1.3628509719222461,internal,:a316_17,18.93
to_a2151,from_a3169,8.0,0.50875,internal,:a316_18,4.07
to_a2151,from_a-2151,3.65,0.39452054794520547,internal,:a316_19,1.44
to_a2151,d_a316,1.0,1e-07,destination_node,to_a2151_d_a316,1e-07
from_a2164,to_a2164,13.89,12.710583153347732,real,a2164,176.55
to_a2164,from_a-2279,5.47,1.780621572212066,internal,:a2163_15,9.74
to_a2164,from_a3025,13.89,1.5104391648668105,internal,:a2163_16,20.98
to_a2164,from_a3043,13.89,1.6882649388048956,internal,:a2163_17,23.45
to_a2164,from_a3029,8.94,0.6912751677852349,internal,:a2163_18,6.18
to_a2164,from_a-2164,3.65,0.39452054794520547,internal,:a2163_19,1.44
to_a2164,d_a2163,1.0,1e-07,destination_node,to_a2164_d_a2163,1e-07
from_a2172,to_a2172,13.89,5.836573074154067,real,a2172,81.07
to_a2172,from_a3501,7.65,1.684967320261438,internal,:a2171_4,12.89
to_a2172,from_a3500,13.89,1.3851691864650826,internal,:a2171_5,19.24
to_a2172,from_a2483,7.42,0.9622641509433962,internal,:a2171_6,7.14
to_a2172,from_a-2172,3.65,0.39452054794520547,internal,:a2171_7,1.44
to_a2172,d_a2171,1.0,1e-07,destination_node,to_a2172_d_a2171,1e-07
from_a2276,to_a2276,13.89,13.362131029517638,real,a2276,185.6
to_a2276,from_a2509,6.51,1.3870967741935483,internal,:a2275_12,9.03
to_a2276,from_a-2480,13.89,1.036717062634989,internal,:a2275_13,14.4
to_a2276,from_a2515,8.0,0.50875,internal,:a2275_14,4.07
to_a2276,from_a-2276,3.65,0.39452054794520547,internal,:a2275_15,1.44
to_a2276,d_a2275,1.0,1e-07,destination_node,to_a2276_d_a2275,1e-07
from_a2278,to_a2278,13.89,12.710583153347732,real,a2278,176.55
to_a2278,from_a-3148,6.41,1.847113884555382,internal,:a2277_15,11.84
to_a2278,from_a3151,11.06,1.6383363471971066,internal,:a2277_16,18.12
to_a2278,from_a3163,13.89,1.5046796256299495,internal,:a2277_17,20.9
to_a2278,from_a-3025,7.42,0.8086253369272237,internal,:a2277_18,6.0
to_a2278,from_a-2278,3.65,0.39452054794520547,internal,:a2277_19,1.44
to_a2278,d_a2277,1.0,1e-07,destination_node,to_a2278_d_a2277,1e-07
from_a2279,to_a2279,13.89,8.493160547156227,real,a2279,117.97
to_a2279,from_a3025,8.54,1.9121779859484778,internal,:a2163_10,16.33
to_a2279,from_a3043,13.89,1.5104391648668105,internal,:a2163_11,20.98
to_a2279,from_a3029,13.89,1.3851691864650826,internal,:a2163_12,19.24
to_a2279,from_a-2164,7.42,0.9339622641509434,internal,:a2163_13,6.93
to_a2279,from_a-2279,3.65,0.39452054794520547,internal,:a2163_14,1.44
to_a2279,d_a2163,1.0,1e-07,destination_node,to_a2279_d_a2163,1e-07
from_a2284,to_a2284,13.89,13.362131029517638,real,a2284,185.6
to_a2284,from_a2627,6.51,1.3870967741935483,internal,:a2033_4,9.03
to_a2284,from_a2665,13.89,1.036717062634989,internal,:a2033_5,14.4
to_a2284,from_a-2034,8.0,0.50875,internal,:a2033_6,4.07
to_a2284,from_a-2284,3.65,0.39452054794520547,internal,:a2033_7,1.44
to_a2284,d_a2033,1.0,1e-07,destination_node,to_a2284_d_a2033,1e-07
from_a2286,to_a2286,13.89,13.362131029517638,real,a2286,185.6
to_a2286,from_a4326,11.6,1.0689655172413794,internal,:a1907_4,12.4
to_a2286,from_a3985,13.89,1.3851691864650826,internal,:a1907_5,19.24
to_a2286,from_a-1908,8.94,0.2718120805369128,internal,:a1907_6,2.43
to_a2286,from_a-2286,3.65,0.39452054794520547,internal,:a1907_7,1.44
to_a2286,d_a1907,1.0,1e-07,destination_node,to_a2286_d_a1907,1e-07
from_a2292,to_a2292,13.89,6.538516918646508,real,a2292,90.82
to_a2292,from_a2622,4.0,0.445,internal,:a2291_1,1.78
to_a2292,d_a2291,1.0,1e-07,destination_node,to_a2292_d_a2291,1e-07
from_a23,to_a23,13.89,6.162706983441324,real,a23,85.6
to_a23,from_a47,6.51,1.3870967741935483,internal,:a22_4,9.03
to_a23,from_a31,13.89,1.036717062634989,internal,:a22_5,14.4
to_a23,from_a37,8.0,0.50875,internal,:a22_6,4.07
to_a23,from_a-23,3.65,0.39452054794520547,internal,:a22_7,1.44
to_a23,d_a22,1.0,1e-07,destination_node,to_a23_d_a22,1e-07
from_a2400,to_a2400,13.89,8.493160547156227,real,a2400,117.97
to_a2400,from_a-2046,5.47,1.780621572212066,internal,:a2045_4,9.74
to_a2400,from_a-3357,13.89,1.3628509719222461,internal,:a2045_5,18.93
to_a2400,from_a-2880,8.71,0.7095292766934557,internal,:a2045_6,6.18
to_a2400,from_a-2400,3.65,0.39452054794520547,internal,:a2045_7,1.44
to_a2400,d_a2045,1.0,1e-07,destination_node,to_a2400_d_a2045,1e-07
from_a2401,to_a2401,13.89,8.493160547156227,real,a2401,117.97
to_a2401,from_a-3338,8.54,1.9121779859484778,internal,:a1346_10,16.33
to_a2401,from_a2911,13.89,1.491720662347012,internal,:a1346_11,20.72
to_a2401,from_a-1347,13.89,1.3851691864650826,internal,:a1346_12,19.24
to_a2401,from_a-2040,7.42,2.6024258760107815,internal,:a1346_13,19.31
to_a2401,from_a-2401,3.65,0.39452054794520547,internal,:a1346_14,1.44
to_a2401,d_a1346,1.0,1e-07,destination_node,to_a2401_d_a1346,1e-07
from_a2415,to_a2415,13.89,13.362131029517638,real,a2415,185.6
to_a2415,from_a2773,6.51,1.3870967741935483,internal,:a2414_12,9.03
to_a2415,from_a2777,13.89,1.036717062634989,internal,:a2414_13,14.4
to_a2415,from_a2775,8.0,0.50875,internal,:a2414_14,4.07
to_a2415,from_a-2415,3.65,0.39452054794520547,internal,:a2414_15,1.44
to_a2415,d_a2414,1.0,1e-07,destination_node,to_a2415_d_a2414,1e-07
from_a2419,to_a2419,13.89,12.710583153347732,real,a2419,176.55
to_a2419,from_a3339,6.22,1.779742765273312,internal,:a2418_10,11.07
to_a2419,from_a3355,13.89,1.3628509719222461,internal,:a2418_11,18.93
to_a2419,from_a3337,9.73,0.5149023638232271,internal,:a2418_12,5.01
to_a2419,from_a3338,7.42,0.8086253369272237,internal,:a2418_13,6.0
to_a2419,from_a-2419,3.65,0.39452054794520547,internal,:a2418_14,1.44
to_a2419,d_a2418,1.0,1e-07,destination_node,to_a2419_d_a2418,1e-07
from_a2463,to_a2463,13.89,12.710583153347732,real,a2463,176.55
to_a2463,from_a2880,5.47,1.780621572212066,internal,:a2462_0,9.74
to_a2463,from_a2903,8.54,1.9121779859484778,internal,:a2462_1,16.33
to_a2463,from_a2885,13.89,1.3628509719222461,internal,:a2462_2,18.93
to_a2463,from_a2881,7.81,0.764404609475032,internal,:a2462_3,5.97
to_a2463,from_a-2463,3.65,0.39452054794520547,internal,:a2462_4,1.44
to_a2463,d_a2462,1.0,1e-07,destination_node,to_a2463_d_a2462,1e-07
from_a2474,to_a2474,13.89,13.219582433405327,real,a2474,183.62
to_a2474,from_a-3467,5.74,1.5993031358885017,internal,:a2473_3,9.18
to_a2474,from_a-2622,7.44,2.204301075268817,internal,:a2473_4,16.4
to_a2474,from_a-2474,3.65,0.39452054794520547,internal,:a2473_5,1.44
to_a2474,d_a2473,1.0,1e-07,destination_node,to_a2474_d_a2473,1e-07
from_a2480,to_a2480,13.89,6.162706983441324,real,a2480,85.6
to_a2480,from_a2515,6.51,1.3870967741935483,internal,:a2275_4,9.03
to_a2480,from_a-2276,13.89,1.036717062634989,internal,:a2275_5,14.4
to_a2480,from_a2509,8.0,0.50875,internal,:a2275_6,4.07
to_a2480,from_a-2480,3.65,0.39452054794520547,internal,:a2275_7,1.44
to_a2480,d_a2275,1.0,1e-07,destination_node,to_a2480_d_a2275,1e-07
from_a2483,to_a2483,13.89,8.493160547156227,real,a2483,117.97
to_a2483,from_a2508,5.47,1.780621572212066,internal,:a489_20,9.74
to_a2483,from_a2490,13.4,1.244776119402985,internal,:a489_21,16.68
to_a2483,from_a-490,13.89,1.3851691864650826,internal,:a489_22,19.24
to_a2483,from_a1898,7.42,2.6024258760107815,internal,:a489_23,19.31
to_a2483,from_a-2483,3.65,0.39452054794520547,internal,:a489_24,1.44
to_a2483,d_a489,1.0,1e-07,destination_node,to_a2483_d_a489,1e-07
from_a2490,to_a2490,13.89,6.681065514758819,real,a2490,92.8
to_a2490,from_a-2490,3.65,1.2794520547945205,internal,:a2489_0,4.67
to_a2490,d_a2489,1.0,1e-07,destination_node,to_a2490_d_a2489,1e-07
from_a2508,to_a2508,13.89,12.998560115190784,real,a2508,180.55
to_a2508,from_a-3500,4.12,1.1601941747572815,internal,:a2507_1,4.78
to_a2508,d_a2507,1.0,1e-07,destination_node,to_a2508_d_a2507,1e-07
from_a2509,to_a2509,13.89,13.362131029517638,real,a2509,185.6
to_a2509,from_a467,6.51,1.3870967741935483,internal,:a282_0,9.03
to_a2509,from_a-283,13.89,1.3628509719222461,internal,:a282_1,18.93
to_a2509,from_a299,13.89,0.31605471562275017,internal,:a282_2,4.39
to_a2509,from_a298,8.94,0.38143176733780765,internal,:a282_3,3.41
to_a2509,from_a-2509,3.65,0.39452054794520547,internal,:a282_4,1.44
to_a2509,d_a282,1.0,1e-07,destination_node,to_a2509_d_a282,1e-07
from_a2515,to_a2515,13.89,6.250539956803455,real,a2515,86.82
